label,garden,bed,taxon,HvA,population,genotype,longitude,latitude,herbivory_2019,flowers_2019,fruits_2019,biomass_2019,survival_2020,length,width,length_width_ratio,area,chlorophyll,specific_leaf_area,leaf_traits_pc1,leaf_traits_pc2,leaf_traits_pc3,geographic_distance,genetic_distance,environmental_distance
955,3-Pilosa-LBL,4,pilosa,home,1708,1709_12,-83.52907,30.8033,1,44,122,1867.12,1,5.831,0.326,17.887,1.636,37.2,195.928,2.855864278,-2.337895283,0.212780052,815434.794,0.45319,4.34373561
650,3-Pilosa-LBL,1,pilosa,home,1712,1712_11,-89.90611,30.91547,1,0,0,316,1,6.617,0.565,11.712,2.699,52.1,162.983,0.695740003,-0.233995521,0.808624237,698798.812,0.35418,3.962794392
706,3-Pilosa-LBL,1,pilosa,home,1712,1712_16,-89.90611,30.91547,1,20,69,1853,0,6.538,0.513,12.745,3.184,44.7,160.403,1.552321685,-0.276012162,0.285635236,698798.812,0.35418,3.962794392
712,3-Pilosa-LBL,1,pilosa,home,1712,1712_03,-89.90611,30.91547,1,63,31,1314.32,0,5.974,0.462,12.931,2.104,39.7,309.867,1.970491363,-2.270892824,-1.62414486,698798.812,0.35418,3.962794392
719,3-Pilosa-LBL,1,pilosa,home,1712,1712_14,-89.90611,30.91547,1,94,122,2030.72,1,5.696,0.464,12.276,2.033,52.8,152.057,0.583303522,-1.006517885,1.377137444,698798.812,0.35418,3.962794392
748,3-Pilosa-LBL,2,pilosa,home,1712,1712_04,-89.90611,30.91547,1,118,193,5359,1,4.848,0.473,10.249,1.814,46.6,155.976,0.523897012,-1.537029664,0.803391251,698798.812,0.35418,3.962794392
766,3-Pilosa-LBL,2,pilosa,home,1712,1712_13,-89.90611,30.91547,1,48,92,6768,0,7.796,0.451,17.286,2.903,45.5,296.527,2.696689818,-1.116902933,-1.005618061,698798.812,0.35418,3.962794392
777,3-Pilosa-LBL,2,pilosa,home,1712,1712_02,-89.90611,30.91547,1,32,62,2977,1,6.218,0.398,15.623,2.096,47.2,178.231,1.777864272,-1.348279423,0.860813136,698798.812,0.35418,3.962794392
846,3-Pilosa-LBL,3,pilosa,home,1712,1712_09,-89.90611,30.91547,1,22,123,475,0,7.723,0.585,13.202,3.231,47.7,169.785,1.567476872,0.205279959,0.276792735,698798.812,0.35418,3.962794392
857,3-Pilosa-LBL,3,pilosa,home,1712,1712_01,-89.90611,30.91547,1,127,89,3338,0,8.257,0.591,13.971,3.601,42.9,147.1,2.191485503,0.547047517,0.124841024,698798.812,0.35418,3.962794392
858,3-Pilosa-LBL,3,pilosa,home,1712,1712_12,-89.90611,30.91547,1,22,51,1581,0,5.165,0.437,11.819,1.771,40.5,160.562,1.365609112,-1.81361,0.420358635,698798.812,0.35418,3.962794392
915,3-Pilosa-LBL,4,pilosa,home,1712,1712_05,-89.90611,30.91547,1,0,0,-227,1,5.575,0.385,14.481,1.653,50.9,190.219,1.153938569,-1.750638186,1.079648644,698798.812,0.35418,3.962794392
934,3-Pilosa-LBL,4,pilosa,home,1712,1712_15,-89.90611,30.91547,1,49,118,4029.68,0,6.341,0.568,11.164,2.569,54.5,257.932,0.459423637,-0.846068979,-0.212091251,698798.812,0.35418,3.962794392
661,3-Pilosa-LBL,1,pilosa,home,1713,1713_06,-89.37914,32.21889,1,102,210,3354.64,1,7.951,0.513,15.499,3.626,50.7,91.914,1.805177722,0.910898143,1.624728385,546240.51,0.31175,3.904976972
708,3-Pilosa-LBL,1,pilosa,home,1713,1713_13,-89.37914,32.21889,1,126,7,5386,1,8.058,0.361,22.321,2.701,44.6,130.357,3.446603941,-0.461088152,1.472381357,546240.51,0.31175,3.904976972
714,3-Pilosa-LBL,1,pilosa,home,1713,1713_09,-89.37914,32.21889,0,104,243,6127.08,1,9.985,0.548,18.221,4.441,50.4,115.111,2.800078143,1.804754434,1.153098485,546240.51,0.31175,3.904976972
727,3-Pilosa-LBL,2,pilosa,home,1713,1713_02,-89.37914,32.21889,0,53,67,1348,1,7.122,0.679,10.489,4.029,47.9,101.897,0.842254192,1.229882567,0.665033134,546240.51,0.31175,3.904976972
738,3-Pilosa-LBL,2,pilosa,home,1713,1713_05,-89.37914,32.21889,1,115,278,1875,1,7.736,0.462,16.745,2.686,47.2,128.763,2.215714434,-0.209800147,1.274262631,546240.51,0.31175,3.904976972
740,3-Pilosa-LBL,2,pilosa,home,1713,1713_08,-89.37914,32.21889,0,57,119,1199,0,7.125,0.411,17.336,2.376,50.8,84.797,1.860427217,-0.278856171,2.306494901,546240.51,0.31175,3.904976972
745,3-Pilosa-LBL,2,pilosa,home,1713,1713_17,-89.37914,32.21889,1,51,132,27,1,6.573,0.564,11.654,2.862,42.9,198.062,1.454842902,-0.650706824,-0.387028143,546240.51,0.31175,3.904976972
808,3-Pilosa-LBL,3,pilosa,home,1713,1713_07,-89.37914,32.21889,1,211,225,3706,1,11.291,0.672,16.802,6.135,44.8,129.924,3.374820937,3.208984115,-0.184132045,546240.51,0.31175,3.904976972
822,3-Pilosa-LBL,3,pilosa,home,1713,1713_03,-89.37914,32.21889,1,35,109,3065,0,8.682,0.448,19.379,3.611,56.1,81,2.21649245,1.148380687,2.466590268,546240.51,0.31175,3.904976972
835,3-Pilosa-LBL,3,pilosa,home,1713,1713_14,-89.37914,32.21889,1,151,361,4503,1,8.205,0.538,15.251,3.574,46.9,95.766,2.081077466,0.834207526,1.242376442,546240.51,0.31175,3.904976972
837,3-Pilosa-LBL,3,pilosa,home,1713,1713_11,-89.37914,32.21889,1,94,230,6865,1,9.789,0.382,25.626,3.523,44.8,103.954,4.361310988,0.650048213,1.718899786,546240.51,0.31175,3.904976972
898,3-Pilosa-LBL,4,pilosa,home,1713,1713_19,-89.37914,32.21889,1,223,343,12583.96,1,9.201,0.599,15.361,4.598,44.4,110.742,2.579969531,1.688073832,0.492236544,546240.51,0.31175,3.904976972
910,3-Pilosa-LBL,4,pilosa,home,1713,1713_04,-89.37914,32.21889,1,14,62,2796.84,0,8.693,0.478,18.186,3.493,49.6,129.466,2.549525701,0.637718215,1.27584907,546240.51,0.31175,3.904976972
916,3-Pilosa-LBL,4,pilosa,home,1713,1713_15,-89.37914,32.21889,1,132,241,1702.16,1,8.382,0.551,15.212,3.363,50.8,125.532,1.80587942,0.715337063,1.192442239,546240.51,0.31175,3.904976972
939,3-Pilosa-LBL,4,pilosa,home,1713,1713_10,-89.37914,32.21889,1,180,157,2255.56,0,6.627,0.437,15.165,2.607,42.9,111.792,2.060519223,-0.590473496,1.155918234,546240.51,0.31175,3.904976972
948,3-Pilosa-LBL,4,pilosa,home,1713,1713_01,-89.37914,32.21889,0,215,141,6348.4,1,7.113,0.411,17.307,2.509,36.8,112.916,2.988538985,-0.827278865,0.838288995,546240.51,0.31175,3.904976972
663,3-Pilosa-LBL,1,pilosa,home,1714,1714_03,-86.87098,31.78844,1,95,229,2664.52,1,6.587,0.585,11.26,3.244,58.1,196.368,0.231985622,0.174917729,0.647963363,592004.221,0.34529,2.626873289
666,3-Pilosa-LBL,1,pilosa,home,1714,1714_17,-86.87098,31.78844,1,46,117,3042.32,1,8.416,0.684,12.304,4.405,48.3,222.925,1.594992321,1.062607827,-0.871821225,592004.221,0.34529,2.626873289
681,3-Pilosa-LBL,1,pilosa,home,1714,1714_13,-86.87098,31.78844,1,0,0,333,0,5.955,0.637,9.349,2.412,46.1,217.102,0.543284197,-0.91902379,-0.498194426,592004.221,0.34529,2.626873289
688,3-Pilosa-LBL,1,pilosa,home,1714,1714_08,-86.87098,31.78844,1,58,94,2808.52,0,11.445,0.649,17.635,5.231,45.7,207.497,3.489372568,2.160640447,-0.792278858,592004.221,0.34529,2.626873289
737,3-Pilosa-LBL,2,pilosa,home,1714,1714_11,-86.87098,31.78844,1,98,108,3978,1,8.05,0.438,18.379,3.024,46.1,155.636,2.727389618,-0.168523585,0.874165385,592004.221,0.34529,2.626873289
762,3-Pilosa-LBL,2,pilosa,home,1714,1714_05,-86.87098,31.78844,1,249,366,12462,1,6.311,0.529,11.93,2.749,48.1,165.204,1.036958393,-0.491208221,0.533785414,592004.221,0.34529,2.626873289
764,3-Pilosa-LBL,2,pilosa,home,1714,1714_14,-86.87098,31.78844,1,138,279,8279,1,11.747,0.861,13.643,8.32,50.6,198.995,2.591897056,4.976377051,-1.656193617,592004.221,0.34529,2.626873289
792,3-Pilosa-LBL,2,pilosa,home,1714,1714_01,-86.87098,31.78844,1,284,344,6640,1,8.414,0.718,11.719,4.613,43.4,186.686,1.803187367,1.324802958,-0.926051873,592004.221,0.34529,2.626873289
804,3-Pilosa-LBL,3,pilosa,home,1714,1714_04,-86.87098,31.78844,1,249,224,1608,0,8.504,0.827,10.283,5.503,46.5,157.049,1.236360203,2.458812914,-0.796941648,592004.221,0.34529,2.626873289
865,3-Pilosa-LBL,3,pilosa,home,1714,1714_02,-86.87098,31.78844,1,217,247,8791,0,9.978,0.557,17.914,4.767,48.6,243.09,3.080830803,1.231663718,-0.728397594,592004.221,0.34529,2.626873289
871,3-Pilosa-LBL,3,pilosa,home,1714,1714_15,-86.87098,31.78844,1,182,363,13966,0,13.183,0.635,20.761,5.981,46.4,138.61,4.360867006,3.413680761,0.106898001,592004.221,0.34529,2.626873289
879,3-Pilosa-LBL,3,pilosa,home,1714,1714_09,-86.87098,31.78844,1,138,193,5665,1,6.761,0.436,15.507,2.377,44.2,187.609,2.109851374,-1.119433677,0.366295614,592004.221,0.34529,2.626873289
896,3-Pilosa-LBL,4,pilosa,home,1714,1714_10,-86.87098,31.78844,1,120,126,2497.12,1,6.229,0.473,13.169,2.404,53.9,158.89,0.796978333,-0.632542352,1.301847469,592004.221,0.34529,2.626873289
930,3-Pilosa-LBL,4,pilosa,home,1714,1714_18,-86.87098,31.78844,1,28,66,934.4,0,5.898,0.487,12.111,2.405,49.3,186.29,0.928449188,-0.982963139,0.528527341,592004.221,0.34529,2.626873289
933,3-Pilosa-LBL,4,pilosa,home,1714,1714_07,-86.87098,31.78844,0,89,94,4640.24,1,6.771,0.624,10.851,3.295,45.4,174.062,1.104689353,0.037958616,-0.142901493,592004.221,0.34529,2.626873289
947,3-Pilosa-LBL,4,pilosa,home,1714,1714_19,-86.87098,31.78844,1,88,210,4993.52,1,8.258,0.437,18.897,3.062,46.9,160.23,2.802670023,-0.103010962,0.891640736,592004.221,0.34529,2.626873289
645,3-Pilosa-LBL,1,pilosa,home,1718,1718_05,-88.13868,34.62799,1,119,216,4328.96,1,5.405,0.448,12.065,2.027,49.9,158.607,0.742443413,-1.24164855,1.091811767,265236.246,0.27097,3.62302536
679,3-Pilosa-LBL,1,pilosa,home,1718,1718_12,-88.13868,34.62799,1,113,189,4882.92,1,5.772,0.462,12.494,2.281,51.6,109.506,0.707389979,-0.620872565,1.775937151,265236.246,0.27097,3.62302536
703,3-Pilosa-LBL,1,pilosa,home,1718,1718_02,-88.13868,34.62799,1,103,167,6280.08,0,6.975,0.641,10.881,3.266,49.2,202.229,0.865620737,0.061064557,-0.231269148,265236.246,0.27097,3.62302536
711,3-Pilosa-LBL,1,pilosa,home,1718,1718_16,-88.13868,34.62799,1,43,71,2156.8,1,5.806,0.599,9.693,2.592,50.7,141.485,0.20226173,-0.316740277,0.853845999,265236.246,0.27097,3.62302536
718,3-Pilosa-LBL,1,pilosa,home,1718,1718_11,-88.13868,34.62799,0,252,256,11541.28,1,7.056,0.58,12.166,3.406,48.4,241.047,1.317380224,-0.219356024,-0.658773001,265236.246,0.27097,3.62302536
794,3-Pilosa-LBL,2,pilosa,home,1718,1718_06,-88.13868,34.62799,0,88,224,3783,1,6.036,0.513,11.766,2.599,52.2,114.041,0.57410803,-0.246278093,1.559926011,265236.246,0.27097,3.62302536
798,3-Pilosa-LBL,2,pilosa,home,1718,1718_09,-88.13868,34.62799,1,51,95,3636,1,8.312,0.599,13.876,3.847,46.7,215.76,2.000767174,0.466255473,-0.539753354,265236.246,0.27097,3.62302536
800,3-Pilosa-LBL,2,pilosa,home,1718,1718_14,-88.13868,34.62799,1,95,156,9309,1,5.521,0.486,11.36,1.961,54.3,119.355,0.201866857,-0.79910702,1.848286582,265236.246,0.27097,3.62302536
801,3-Pilosa-LBL,2,pilosa,home,1718,1718_03,-88.13868,34.62799,1,91,170,5998,0,7.058,0.771,9.154,3.99,47,371.508,0.852353949,-0.213338429,-3.049295611,265236.246,0.27097,3.62302536
810,3-Pilosa-LBL,3,pilosa,home,1718,1718_13,-88.13868,34.62799,1,420,440,8905,1,4.868,0.569,8.555,2.002,51.9,100,-0.3584662,-0.686927177,1.630003007,265236.246,0.27097,3.62302536
813,3-Pilosa-LBL,3,pilosa,home,1718,1718_08,-88.13868,34.62799,1,53,160,2425,0,7.191,0.644,11.166,3.74,46.5,250.838,1.286009078,0.053547465,-1.172773747,265236.246,0.27097,3.62302536
830,3-Pilosa-LBL,3,pilosa,home,1718,1718_07,-88.13868,34.62799,1,108,172,9716,1,5.038,0.667,7.553,2.385,50.3,97.626,-0.489276402,-0.21763765,1.220609956,265236.246,0.27097,3.62302536
868,3-Pilosa-LBL,3,pilosa,home,1718,1718_20,-88.13868,34.62799,1,121,241,9712,0,8.075,0.538,15.009,3.496,45.7,200.459,2.228804551,0.102117889,-0.173414044,265236.246,0.27097,3.62302536
876,3-Pilosa-LBL,3,pilosa,home,1718,1718_01,-88.13868,34.62799,1,51,137,3331,1,7.574,0.921,8.224,4.979,51.5,151.016,0.040697391,2.329577457,-0.458577247,265236.246,0.27097,3.62302536
921,3-Pilosa-LBL,4,pilosa,home,1718,1718_04,-88.13868,34.62799,0,20,73,5165,0,8.334,0.639,13.042,3.925,36.8,217.934,2.589357961,0.267285889,-1.454800427,265236.246,0.27097,3.62302536
927,3-Pilosa-LBL,4,pilosa,home,1718,1718_15,-88.13868,34.62799,1,98,74,3176.56,1,4.972,0.448,11.098,1.843,54.7,99.193,0.028363324,-0.943846222,2.222123519,265236.246,0.27097,3.62302536
937,3-Pilosa-LBL,4,pilosa,home,1718,1718_17,-88.13868,34.62799,1,0,0,127,0,7.783,0.669,11.634,4.249,54.2,152.185,0.800164553,1.407341395,0.519301937,265236.246,0.27097,3.62302536
950,3-Pilosa-LBL,4,pilosa,home,1718,1718_10,-88.13868,34.62799,1,0,0,155,0,10.86,0.518,20.965,4.753,50.2,224.728,3.655537282,1.475783603,-0.165689206,265236.246,0.27097,3.62302536
657,3-Pilosa-LBL,1,pilosa,home,1723,1723_20,-87.93854,36.59687,1,142,549,6834,0,5.764,0.643,8.964,2.796,55,123.607,-0.330450988,0.158249166,1.24883113,48020.651,0,0.59854788
672,3-Pilosa-LBL,1,pilosa,home,1723,1723_15,-87.93854,36.59687,1,49,132,3484.24,0,7.192,0.513,14.019,3.132,57.7,181.355,0.912534734,0.136886124,1.085766503,48020.651,0,0.59854788
693,3-Pilosa-LBL,1,pilosa,home,1723,1723_09,-87.93854,36.59687,1,68,193,4037.32,1,5.465,0.411,13.297,1.991,44.4,119.008,1.369950984,-1.289660948,1.302654347,48020.651,0,0.59854788
715,3-Pilosa-LBL,1,pilosa,home,1723,1723_10,-87.93854,36.59687,0,286,399,15555.4,1,6.499,0.544,11.947,2.725,51.3,96.12,0.720509439,0.076854112,1.639521482,48020.651,0,0.59854788
717,3-Pilosa-LBL,1,pilosa,home,1723,1723_02,-87.93854,36.59687,0,84,171,6121.04,1,7.847,0.667,11.765,4.364,48.5,130.152,1.266955536,1.430442352,0.342009734,48020.651,0,0.59854788
724,3-Pilosa-LBL,2,pilosa,home,1723,1723_12,-87.93854,36.59687,1,31,66,1358,0,8.629,0.468,18.438,3.575,49.9,181.104,2.638312506,0.364487605,0.64875807,48020.651,0,0.59854788
760,3-Pilosa-LBL,2,pilosa,home,1723,1723_03,-87.93854,36.59687,1,72,161,4540,0,6.463,0.643,10.051,3.135,49.4,122.175,0.478584955,0.348477526,0.797436454,48020.651,0,0.59854788
775,3-Pilosa-LBL,2,pilosa,home,1723,1723_18,-87.93854,36.59687,1,101,221,13616,1,9.381,0.565,16.604,4.104,54.1,172.946,2.130568473,1.279816668,0.686706593,48020.651,0,0.59854788
789,3-Pilosa-LBL,2,pilosa,home,1723,1723_21,-87.93854,36.59687,1,45,119,2898,0,6.551,0.649,10.094,3.294,53.8,121.192,0.173829203,0.639720033,1.097808625,48020.651,0,0.59854788
799,3-Pilosa-LBL,2,pilosa,home,1723,1723_07,-87.93854,36.59687,0,69,163,4450,1,7.408,0.413,17.937,2.821,53.8,169.735,1.943367455,-0.31584091,1.362843392,48020.651,0,0.59854788
827,3-Pilosa-LBL,3,pilosa,home,1723,1723_17,-87.93854,36.59687,1,364,760,13757,1,8.031,0.541,14.845,4.018,56.8,150.826,1.333737574,1.112212009,1.163234406,48020.651,0,0.59854788
855,3-Pilosa-LBL,3,pilosa,home,1723,1723_11,-87.93854,36.59687,1,264,228,5677,1,6.296,0.385,16.353,2.292,40.1,161.295,2.474405602,-1.370193465,0.535826516,48020.651,0,0.59854788
859,3-Pilosa-LBL,3,pilosa,home,1723,1723_04,-87.93854,36.59687,1,175,260,5246,1,6.341,0.487,13.021,2.643,52,212.119,1.02249435,-0.79394455,0.385136938,48020.651,0,0.59854788
873,3-Pilosa-LBL,3,pilosa,home,1723,1723_05,-87.93854,36.59687,1,0,0,-150,1,8.694,0.488,17.816,3.479,53.6,142.933,2.186067365,0.706693348,1.381079522,48020.651,0,0.59854788
875,3-Pilosa-LBL,3,pilosa,home,1723,1723_22,-87.93854,36.59687,1,267,270,1070,1,8.191,0.443,18.49,3.313,53.8,124.129,2.171178606,0.507869715,1.787738755,48020.651,0,0.59854788
901,3-Pilosa-LBL,4,pilosa,home,1723,1723_16,-87.93854,36.59687,1,117,266,4711,1,7.206,0.565,12.754,3.203,59.9,137.115,0.421760007,0.636916049,1.652198173,48020.651,0,0.59854788
905,3-Pilosa-LBL,4,pilosa,home,1723,1723_08,-87.93854,36.59687,1,95,168,1179.56,0,7.552,0.616,12.26,3.921,52.1,121.506,1.016147533,1.131354668,0.954903577,48020.651,0,0.59854788
929,3-Pilosa-LBL,4,pilosa,home,1723,1723_19,-87.93854,36.59687,1,52,51,1444.68,0,7.254,0.604,12.01,3.552,55.3,129.258,0.643098439,0.858879657,1.20738761,48020.651,0,0.59854788
943,3-Pilosa-LBL,4,pilosa,home,1723,1723_13,-87.93854,36.59687,1,39,191,6135.68,1,6.413,0.413,15.528,2.136,50,154.335,1.545231732,-1.013864896,1.339005834,48020.651,0,0.59854788
963,3-Pilosa-LBL,4,pilosa,home,1723,1723_01,-87.93854,36.59687,1,79,51,1503.96,0,6.415,0.624,10.28,3.161,51.1,114.405,0.398953782,0.416202214,1.063887535,48020.651,0,0.59854788
664,3-Pilosa-LBL,1,pilosa,home,1728,1728_19,-88.04331,35.94396,0,120,380,4610.36,0,9.131,0.795,11.486,5.415,48.8,165.445,1.459123559,2.485666431,-0.59493641,118789.898,0.1798,2.913521735
689,3-Pilosa-LBL,1,pilosa,home,1728,1728_24,-88.04331,35.94396,1,192,241,7391.4,1,7.179,0.692,10.374,4.194,49.3,187.316,0.834821162,0.927691798,-0.386029806,118789.898,0.1798,2.913521735
690,3-Pilosa-LBL,1,pilosa,home,1728,1728_06,-88.04331,35.94396,1,124,275,8455.8,1,7.795,0.616,12.654,4.388,48.4,207.864,1.588900641,0.863338364,-0.532140574,118789.898,0.1798,2.913521735
722,3-Pilosa-LBL,1,pilosa,home,1728,1728_03,-88.04331,35.94396,1,252,373,16402.2,1,7.244,0.487,14.875,2.908,51,174.865,1.5759483,-0.247769422,0.795486973,118789.898,0.1798,2.913521735
734,3-Pilosa-LBL,2,pilosa,home,1728,1728_01,-88.04331,35.94396,1,255,188,5048,1,5.334,0.41,13.01,2.336,49.9,287.685,1.129946354,-1.891016515,-0.523203022,118789.898,0.1798,2.913521735
741,3-Pilosa-LBL,2,pilosa,home,1728,1728_11,-88.04331,35.94396,1,295,228,6428,0,6.456,0.566,11.406,2.932,50.8,150.051,0.723197635,-0.07692136,0.798220343,118789.898,0.1798,2.913521735
746,3-Pilosa-LBL,2,pilosa,home,1728,1728_23,-88.04331,35.94396,1,137,200,5842,0,8.036,0.871,9.226,5.169,46.1,227.91,0.949373749,1.808857647,-1.768394398,118789.898,0.1798,2.913521735
783,3-Pilosa-LBL,2,pilosa,home,1728,1728_13,-88.04331,35.94396,1,73,161,1714,0,9.282,0.591,15.706,4.525,50.6,240.053,2.338873889,1.088918639,-0.630576714,118789.898,0.1798,2.913521735
785,3-Pilosa-LBL,2,pilosa,home,1728,1728_04,-88.04331,35.94396,1,0,0,-41,0,6.592,0.462,14.268,2.578,50.4,197.851,1.405360127,-0.812603524,0.559652644,118789.898,0.1798,2.913521735
828,3-Pilosa-LBL,3,pilosa,home,1728,1728_08,-88.04331,35.94396,1,39,104,1968,0,5.886,0.539,10.92,2.172,51.6,336.744,0.639182227,-1.828357067,-1.295068309,118789.898,0.1798,2.913521735
838,3-Pilosa-LBL,3,pilosa,home,1728,1728_25,-88.04331,35.94396,1,67,117,1391,1,6.545,0.701,9.337,3.418,44.9,190.843,0.750848086,0.130523263,-0.629765155,118789.898,0.1798,2.913521735
853,3-Pilosa-LBL,3,pilosa,home,1728,1728_12,-88.04331,35.94396,1,88,205,6999,1,6.259,0.439,14.257,2.306,54.7,156.551,0.942878746,-0.727972835,1.526094508,118789.898,0.1798,2.913521735
864,3-Pilosa-LBL,3,pilosa,home,1728,1728_05,-88.04331,35.94396,1,123,272,7579,1,9.112,0.745,12.231,5.006,43.9,222.291,2.059896678,1.599385321,-1.467935674,118789.898,0.1798,2.913521735
918,3-Pilosa-LBL,4,pilosa,home,1728,1728_17,-88.04331,35.94396,0,111,239,2687.68,0,9.621,0.692,13.903,5.057,50,192.501,2.031877291,1.998830297,-0.466223377,118789.898,0.1798,2.913521735
922,3-Pilosa-LBL,4,pilosa,home,1728,1728_02,-88.04331,35.94396,1,167,144,9413,1,7.308,0.591,12.365,3.702,48.8,159.845,1.29305647,0.543677485,0.31887497,118789.898,0.1798,2.913521735
931,3-Pilosa-LBL,4,pilosa,home,1728,1728_07,-88.04331,35.94396,0,155,308,6371.44,1,6.351,0.439,14.467,2.477,48.4,155.688,1.50324378,-0.801455166,1.018564453,118789.898,0.1798,2.913521735
652,3-Pilosa-LBL,1,pilosa,home,1729_pil,1729_06,-88.0375,35.92486,1,1,17,715.4,1,9.399,0.388,24.224,2.821,45.6,213.389,4.047376508,-0.498636203,0.496215261,120934.179,0.17792,2.932546726
694,3-Pilosa-LBL,1,pilosa,home,1729_pil,1729_19,-88.0375,35.92486,1,81,107,5513.4,0,9.311,0.685,13.593,4.529,54.4,124.048,1.427403522,2.115260739,0.878336611,120934.179,0.17792,2.932546726
705,3-Pilosa-LBL,1,pilosa,home,1729_pil,1729_15,-88.0375,35.92486,1,44,100,2244.2,0,9.114,0.513,17.766,3.613,44.4,243.464,3.097094838,0.040965789,-0.686192497,120934.179,0.17792,2.932546726
754,3-Pilosa-LBL,2,pilosa,home,1729_pil,1729_05,-88.0375,35.92486,1,49,85,2771,0,7.061,0.564,12.52,2.848,51.4,139.539,0.96897894,0.068025795,1.052144233,120934.179,0.17792,2.932546726
765,3-Pilosa-LBL,2,pilosa,home,1729_pil,1729_17,-88.0375,35.92486,1,90,35,7291,1,5.833,0.566,10.306,2.578,52.4,190.118,0.290054966,-0.621967867,0.453969771,120934.179,0.17792,2.932546726
778,3-Pilosa-LBL,2,pilosa,home,1729_pil,1729_10,-88.0375,35.92486,1,0,39,764,1,5.127,0.411,12.474,1.811,50.6,183.3,0.749163502,-1.647072043,0.970307601,120934.179,0.17792,2.932546726
829,3-Pilosa-LBL,3,pilosa,home,1729_pil,1729_22,-88.0375,35.92486,1,57,176,4077,1,7.646,0.639,11.966,4.172,51.7,130.009,1.026929732,1.306612924,0.697438868,120934.179,0.17792,2.932546726
836,3-Pilosa-LBL,3,pilosa,home,1729_pil,1729_04,-88.0375,35.92486,1,87,185,1882,1,6.159,0.565,10.901,2.733,46.6,215.706,0.960155958,-0.798500295,-0.329218995,120934.179,0.17792,2.932546726
866,3-Pilosa-LBL,3,pilosa,home,1729_pil,1729_16,-88.0375,35.92486,1,48,137,4212,0,9.111,0.725,12.567,5.168,50.3,175.842,1.614220526,2.149742732,-0.376859428,120934.179,0.17792,2.932546726
880,3-Pilosa-LBL,3,pilosa,home,1729_pil,1729_12,-88.0375,35.92486,1,101,285,6196,1,6.891,0.498,13.837,2.499,39.5,158.969,2.137780144,-0.861667862,0.156092085,120934.179,0.17792,2.932546726
895,3-Pilosa-LBL,4,pilosa,home,1729_pil,1729_11,-88.0375,35.92486,1,3,17,556.44,0,9.336,0.675,13.831,4.912,51.1,246.092,1.944937562,1.528505174,-0.99991052,120934.179,0.17792,2.932546726
920,3-Pilosa-LBL,4,pilosa,home,1729_pil,1729_02,-88.0375,35.92486,1,489,307,14943.84,1,6.558,0.591,11.096,3.071,42.8,254.643,1.424588079,-0.788355578,-1.241536515,120934.179,0.17792,2.932546726
956,3-Pilosa-LBL,4,pilosa,home,1729_pil,1729_01,-88.0375,35.92486,1,248,314,9568.96,0,6.011,0.468,12.844,2.411,38.9,288.053,2.029642896,-1.943771555,-1.501437649,120934.179,0.17792,2.932546726
959,3-Pilosa-LBL,4,pilosa,home,1729_pil,1729_20,-88.0375,35.92486,0,47,95,1387.68,1,6.878,0.693,9.925,3.275,49.7,369.222,0.772887759,-0.797867659,-2.456062994,120934.179,0.17792,2.932546726
